"14787","18","deposit","approved","750","in","Refund Balance with 25% fees","2022-04-27 07:45:09","2022-04-27 07:45:09",NULL,"0"
"14788","18","plan activated","approved","6000","out","Cryptsence","2022-04-27 07:47:21","2022-04-27 07:47:21",NULL,"0"
"14789","18","balance adjust","approved","2375","out","Binance Gateway","2022-04-27 07:48:27","2022-04-27 07:48:27",NULL,"0"
"14791","18","deposit","approved","1000","in","Refund Balance full amount","2022-04-27 07:53:15","2022-04-27 07:53:15",NULL,"0"
"14797","18","deposit","approved","8000","in","Binance Gateway","2022-04-27 16:17:28","2022-04-27 16:17:28",NULL,"0"
"14806","18","indirect commission L5","approved","5","in","Harrison","2022-04-27 19:09:24","2022-04-27 19:09:24",NULL,"0"
"14812","18","indirect commission L4","approved","1","in","Debest","2022-04-27 22:34:10","2022-04-27 22:34:10",NULL,"0"
"15401","18","indirect commission L4","approved","20","in","Johnnie","2022-04-28 09:02:56","2022-04-28 09:02:56",NULL,"0"
"15407","18","indirect commission L4","approved","10","in","Johnnie","2022-04-28 09:03:24","2022-04-28 09:03:24",NULL,"0"
"15427","18","indirect commission L6","approved","30","in","Emmatexgroup","2022-04-28 16:44:00","2022-04-28 16:44:00",NULL,"0"
"17272","18","global share","approved","250.5448925","in","Global Share EXECUTIVE 0.35%","2022-05-01 04:00:05","2022-05-01 04:00:05","05","0"
"17283","18","indirect commission L4","approved","4","in","Debest","2022-05-01 06:51:55","2022-05-01 06:51:55",NULL,"0"
"17289","18","indirect commission L4","approved","4","in","Debest","2022-05-01 06:58:04","2022-05-01 06:58:04",NULL,"0"
"17293","18","direct commission","approved","100","in","skyline","2022-05-01 09:56:43","2022-05-01 09:56:43",NULL,"0"
"17295","18","direct commission","approved","5","in","skyline","2022-05-01 10:05:54","2022-05-01 10:05:54",NULL,"0"
"17297","18","direct commission","approved","5","in","skyline","2022-05-01 10:06:05","2022-05-01 10:06:05",NULL,"0"
"17301","18","indirect commission L1","approved","25","in","Mlmking","2022-05-01 11:39:28","2022-05-01 11:39:28",NULL,"0"
"17377","18","indirect commission L4","approved","4","in","Johnnie","2022-05-01 19:54:26","2022-05-01 19:54:26",NULL,"0"
"17383","18","indirect commission L4","approved","1","in","Johnnie","2022-05-01 19:54:42","2022-05-01 19:54:42",NULL,"0"
"17389","18","indirect commission L4","approved","1","in","Johnnie","2022-05-01 19:55:02","2022-05-01 19:55:02",NULL,"0"
"17394","18","indirect commission L2","approved","2","in","Mj11152005","2022-05-01 21:11:17","2022-05-01 21:11:17",NULL,"0"
"18852","18","indirect commission L5","approved","2","in","Harrison","2022-05-03 08:17:22","2022-05-03 08:17:22",NULL,"0"
"18934","18","indirect commission L4","approved","10","in","Johnnie","2022-05-03 19:41:16","2022-05-03 19:41:16",NULL,"0"
"18940","18","indirect commission L4","approved","4","in","Johnnie","2022-05-03 19:41:33","2022-05-03 19:41:33",NULL,"0"
"19734","18","indirect commission L4","approved","10","in","Johnnie","2022-05-04 16:59:25","2022-05-04 16:59:25",NULL,"0"
"20505","18","indirect commission L6","approved","2","in","Greatmby","2022-05-05 07:48:52","2022-05-05 07:48:52",NULL,"0"
"20512","18","indirect commission L5","approved","5","in","Harrison","2022-05-05 07:49:34","2022-05-05 07:49:34",NULL,"0"
"20519","18","indirect commission L5","approved","0.5","in","Harrison","2022-05-05 07:50:10","2022-05-05 07:50:10",NULL,"0"
"20526","18","indirect commission L5","approved","0.5","in","Harrison","2022-05-05 07:50:37","2022-05-05 07:50:37",NULL,"0"
"20535","18","indirect commission L5","approved","10","in","Harrison","2022-05-05 08:05:23","2022-05-05 08:05:23",NULL,"0"
"20542","18","indirect commission L5","approved","2","in","Harrison","2022-05-05 08:05:47","2022-05-05 08:05:47",NULL,"0"
"23189","18","indirect commission L5","approved","2","in","Harrison","2022-05-08 21:19:52","2022-05-08 21:19:52",NULL,"0"
"23196","18","indirect commission L5","approved","0.5","in","Harrison","2022-05-08 21:20:15","2022-05-08 21:20:15",NULL,"0"
"23203","18","indirect commission L5","approved","0.5","in","Harrison","2022-05-08 21:20:31","2022-05-08 21:20:31",NULL,"0"
"24049","18","indirect commission L2","approved","2","in","Ctrage","2022-05-09 14:10:56","2022-05-09 14:10:56",NULL,"0"
"24053","18","indirect commission L2","approved","2","in","Ctrage","2022-05-09 14:11:14","2022-05-09 14:11:14",NULL,"0"
"24089","18","indirect commission L6","approved","5","in","Greatmby","2022-05-09 20:53:21","2022-05-09 20:53:21",NULL,"0"
"24113","18","indirect commission L4","approved","4","in","Debest","2022-05-09 22:27:45","2022-05-09 22:27:45",NULL,"0"
"25063","18","indirect commission L6","approved","0.5","in","Donypil2022","2022-05-10 19:53:26","2022-05-10 19:53:26",NULL,"0"
"25987","18","indirect commission L5","approved","2","in","Queen200","2022-05-11 21:42:18","2022-05-11 21:42:18",NULL,"0"
"25994","18","indirect commission L5","approved","0.5","in","Queen200","2022-05-11 21:42:36","2022-05-11 21:42:36",NULL,"0"
"26001","18","indirect commission L5","approved","0.5","in","Queen200","2022-05-11 21:42:51","2022-05-11 21:42:51",NULL,"0"
"26008","18","indirect commission L5","approved","0.5","in","Queen200","2022-05-11 21:43:10","2022-05-11 21:43:10",NULL,"0"
"28898","18","indirect commission L6","approved","5","in","Maryjane247","2022-05-14 11:58:59","2022-05-14 11:58:59",NULL,"0"
"28908","18","indirect commission L6","approved","5","in","Maryjane247","2022-05-14 14:57:29","2022-05-14 14:57:29",NULL,"0"
"28917","18","indirect commission L6","approved","5","in","Uzom123","2022-05-14 20:22:49","2022-05-14 20:22:49",NULL,"0"
"29908","18","indirect commission L6","approved","0.5","in","venski","2022-05-15 04:16:04","2022-05-15 04:16:04",NULL,"0"
"32001","18","indirect commission L6","approved","10","in","Uzom123","2022-05-17 14:26:32","2022-05-17 14:26:32",NULL,"0"
"33018","18","indirect commission L4","approved","4","in","Debest","2022-05-17 17:45:02","2022-05-17 17:45:02",NULL,"0"
